replicate_num,horm_conc,Position_n,Moth_ID,Cell Cycle Stage,frame_i,original_filename,timestamp,time_min,cell_area_pxl,cell_area_um2,ratio_areas_bud_moth,cell_vol_vox,cell_vol_fl,ratio_volumes_bud_moth,predicted_cell_cycle_stage,generation_num,num_spots,ref_ch_vol_vox,ref_ch_vol_um3,ref_ch_vol_len_um,ref_ch_num_fragments,relationship,relative_ID,OF,spots_ch_norm_val,ref_ch_norm_val,spotsize_tot_fluoresc,spots_INref_tot_fluoresc,creation_datetime,RoiSet_filename,roi_name,roi_intersection_over_union,mitograph_volume_from_voxels,mitograph_volume_from_length_um3,mitograph_total_length_um,mitograph_foldername,mitograph_filename
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_11,1,S,0,ASY15-1_0nM-11,2020/02/18 12:45:13.564,0.0,10370.0,46.898973125000005,0.5265714706315324,503140.5237764188,153.02633027539196,0.41224190922889,S,-1,28,26861,42.518192959375,0,3,mother,2,0,0.0270105152449244,0.0759411385347345,261.05176359746514,222.86274509803903,2021/11/18 11:57:37.025,2020-02-18_ASY15-1_0nM.zip,0033-0191-0173,0.8965487414583514,10.50746,5.32087,75.27492,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-11_010.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_12,2,S,0,ASY15-1_0nM-12,2020/02/18 12:46:47.836,0.0,10748.0,48.60850175,0.6775401904167317,532428.1577937938,161.9339394707094,0.6040109503498781,S,-1,22,25624,40.560149525,0,5,mother,1,0,0.022760941639402,0.1153820965219495,200.52587423548857,-4.705882352941231,2021/11/18 11:57:43.341,2020-02-18_ASY15-1_0nM.zip,0036-0162-0155,0.8690168175937905,10.27986,4.39758,62.21307,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-12_011.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_13,1,S,0,ASY15-1_0nM-13,2020/02/18 12:48:15.154,0.0,12016.0,54.34311100000001,0.6564653984008822,638859.9376023024,194.3043487681565,0.5706820611947737,S,-1,26,29884,47.3032902125,0,4,mother,2,0,0.027560312651924,0.0965502615908615,265.92506568375114,270.9254901960784,2021/11/18 11:57:51.534,2020-02-18_ASY15-1_0nM.zip,0039-0171-0177,0.850870981447387,10.59597,4.32096,61.12911,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-13_012.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_14,1,S,0,ASY15-1_0nM-14,2020/02/18 12:49:31.838,0.0,10830.0,48.979351875000006,0.7352988303156546,541146.5358434744,164.58556726821314,0.627732733697865,S,-1,23,23803,37.67769431562501,0,3,mother,2,0,0.0314437727111469,0.0942111388166151,206.5544479096729,119.74509803921566,2021/11/18 11:57:57.744,2020-02-18_ASY15-1_0nM.zip,0042-0184-0162,0.8600174978127734,10.03645,4.01431,56.79091,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-14_013.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_15,1,S,0,ASY15-1_0nM-15,2020/02/18 12:50:48.476,0.0,11940.0,53.99939625,0.7842199641362821,649416.307954465,197.514987823613,0.6454667189027171,S,-1,31,32074,50.76983436875,0,4,mother,2,0,0.0806965365952071,0.0886286936225355,533.8109783306804,1717.376470588235,2021/11/18 11:58:05.778,2020-02-18_ASY15-1_0nM.zip,0045-0190-0155,0.862903808629038,12.16387,5.35703,75.78652,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-15_014.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_16,1,S,0,ASY15-1_0nM-16,2020/02/18 12:52:15.549,0.0,10538.0,47.658763625000006,0.7663426081126383,523858.7589334332,159.32762255068758,0.6569338907137077,S,-1,29,27373,43.328636159374994,0,2,mother,2,0,0.0302345863610286,0.0943587262431596,255.24728458176605,129.65882352941173,2021/11/18 11:58:11.176,2020-02-18_ASY15-1_0nM.zip,0048-0151-0178,0.872196010264051,10.42843,4.80695,68.00442,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-16_015.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_17,1,S,0,ASY15-1_0nM-17,2020/02/18 12:53:19.749,0.0,5838.0,26.40271987500001,0.044738725841088,286756.1789451486,87.21469186860662,0.0083878079502626,S,-1,16,14064,22.26186165,0,1,mother,2,0,0.0378117255360936,0.096959862358686,,250.4745098039216,2021/11/18 11:58:15.412,2020-02-18_ASY15-1_0nM.zip,0051-0170-0132,0.8800120590895387,6.71573,2.49769,35.33509,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-17_016.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_18,2,S,0,ASY15-1_0nM-18,2020/02/18 12:54:28.997,0.0,10388.0,46.980379250000006,0.4210670314637483,524566.2972329379,159.5428148963365,0.3117278422902019,S,-1,16,20857,33.014480121875,0,2,mother,1,0,0.0180409602435563,0.0934910073671375,129.6697873108468,-57.57254901960785,2021/11/18 11:58:20.481,2020-02-18_ASY15-1_0nM.zip,0054-0167-0170,0.8380122620200064,8.62661,3.66029,51.78253,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-18_017.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_19,2,S,0,ASY15-1_0nM-19,2020/02/18 12:55:38.872,0.0,8883.0,40.1739226875,0.6514221974344674,423677.7048577285,128.85832353008618,0.5704178960052477,S,-1,21,21125,33.438696484375,0,4,mother,1,0,0.0166691547446354,0.1075600370735533,118.70365202041884,-88.08235294117648,2021/11/18 11:58:26.106,2020-02-18_ASY15-1_0nM.zip,0057-0172-0145,0.8758627489647013,8.63925,3.63863,51.47608,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-19_018.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_20,1,S,0,ASY15-1_0nM-20,2020/02/18 12:56:52.733,0.0,6077.0,27.4836123125,0.1144324225197139,265090.617013622,80.62527742261575,0.0417600225458998,S,-1,16,14050,22.23970109375,0,3,mother,2,0,0.0287386265868569,0.0980957975025599,153.44293115786462,115.26274509803925,2021/11/18 11:58:30.074,2020-02-18_ASY15-1_0nM.zip,0060-0150-0139,0.8677709553048694,6.13567,2.27509,32.1859,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-20_019.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_21,2,S,0,ASY15-1_0nM-21,2020/02/18 12:57:58.559,0.0,14517.0,65.6540398125,0.5655127790359107,861644.6506079824,262.06261005236405,0.4497625749948235,S,-1,26,33201,52.553759146875,0,6,mother,3,0,0.0254168637937968,0.0935956896218258,297.8573619915978,210.55294117647057,2021/11/18 11:58:38.160,2020-02-18_ASY15-1_0nM.zip,0063-0178-0157,0.9086717048802356,12.80715,5.5416,78.39756,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-21_020.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_22,2,S,0,ASY15-1_0nM-22,2020/02/18 12:58:59.024,0.0,11384.0,51.484851500000005,0.5855153203342618,603748.3747524095,183.62543629888287,0.4742065165310028,S,-1,26,28281,44.765906521875,0,4,mother,1,0,0.0166957620501762,0.0817847780120661,176.52103209240974,-97.89411764705883,2021/11/18 11:58:43.333,2020-02-18_ASY15-1_0nM.zip,0066-0171-0128,0.8667428571428571,11.30721,5.47978,77.52301,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-22_021.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_23,1,S,0,ASY15-1_0nM-23,2020/02/18 13:00:01.885,0.0,6810.0,30.798650625000004,0.2411153635866594,304212.72380488616,92.5239660632657,0.1319500830746328,S,-1,12,13750,21.76483203125,0,3,mother,2,0,0.0418340293217904,0.1141964654174606,174.38824545152863,231.1960784313725,2021/11/18 11:58:47.141,2020-02-18_ASY15-1_0nM.zip,0069-0172-0125,0.7579298831385642,5.004,1.96548,27.80588,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-23_022.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_24,3,S,0,ASY15-1_0nM-24,2020/02/18 13:01:28.276,0.0,11663.0,52.7466464375,0.6436020293122886,628873.9872888904,191.26719859129483,0.5086080083873931,S,-1,19,24924,39.4521217125,0,3,mother,2,0,0.0125108489219359,0.0871649954636412,70.23048518677543,-301.4235294117647,2021/11/18 11:58:53.274,2020-02-18_ASY15-1_0nM.zip,0072-0175-0155,0.9140821119118956,11.00691,4.95145,70.04866,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-24_023.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_25,2,S,0,ASY15-1_0nM-25,2020/02/18 13:02:32.739,0.0,10160.0,45.949235,0.5080896541487309,507023.29628606,154.207245746054,0.3992105219138949,S,-1,25,23640,37.419682125,0,4,mother,1,0,0.0213540850872857,0.0916752070453728,204.86389331137488,-60.54901960784317,2021/11/18 11:58:59.851,2020-02-18_ASY15-1_0nM.zip,0075-0197-0152,0.8894806924101198,9.54491,3.60767,51.03811,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-25_024.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_26,2,S,0,ASY15-1_0nM-26,2020/02/18 13:03:33.385,0.0,10794.0,48.816539625,0.687089715536105,544558.6568902371,165.62333770721983,0.6246197611580167,S,-1,21,25288,40.028296175,0,3,mother,1,0,0.0209909423358112,0.0953427468493418,176.73150039864078,-33.92941176470583,2021/11/18 11:59:06.009,2020-02-18_ASY15-1_0nM.zip,0078-0202-0159,0.8259171325725665,9.78041,4.10069,58.01291,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-26_025.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_27,2,S,0,ASY15-1_0nM-27,2020/02/18 13:04:43.198,0.0,12575.0,56.87122343750001,0.8046785304247991,680265.6572844224,206.89758074996763,0.6985020815543289,S,-1,41,33010,52.25142584375,0,2,mother,1,0,0.0365702703176285,0.0875738245708879,463.8268210403137,583.8235294117646,2021/11/18 11:59:15.223,2020-02-18_ASY15-1_0nM.zip,0081-0157-0132,0.8758010587907495,12.137,5.54142,78.3951,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-27_026.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_28,2,S,0,ASY15-1_0nM-28,2020/02/18 13:05:50.648,0.0,7255.0,32.8111909375,0.3124095513748191,320667.04208729794,97.52842073338816,0.1977161449705747,S,-1,18,19589,31.007366884375003,0,3,mother,3,0,0.0312050113280995,0.0988610044997073,217.44442357234868,174.03137254901964,2021/11/18 11:59:20.487,2020-02-18_ASY15-1_0nM.zip,0084-0194-0141,0.8900221184566233,7.53761,2.91614,41.25493,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-28_027.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_29,1,S,0,ASY15-1_0nM-29,2020/02/18 13:06:48.929,0.0,10028.0,45.35225675000001,0.6493421052631579,486193.65297047485,147.8720695340386,0.5542316256570201,S,-1,26,23766,37.61912713125,0,3,mother,2,0,0.0377234172137394,0.0800069722076037,290.9397749155522,360.25882352941164,2021/11/18 11:59:25.417,2020-02-18_ASY15-1_0nM.zip,0087-0158-0165,0.8653344917463076,9.93688,4.94073,69.89697,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-29_028.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_30,2,S,0,ASY15-1_0nM-30,2020/02/18 13:07:56.693,0.0,16884.0,76.35894525,0.495615200637789,1091420.3174384737,331.947116308664,0.3757966484810131,S,-1,29,35072,55.51535919999999,0,2,mother,3,0,0.0185825508667336,0.1155381876081194,195.15910580443176,-144.39999999999998,2021/11/18 11:59:32.629,2020-02-18_ASY15-1_0nM.zip,0090-0154-0148,0.9365524985962942,14.14903,6.4418,91.13283,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-30_029.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_31,2,S,0,ASY15-1_0nM-31,2020/02/18 13:09:07.759,0.0,11475.0,51.89640468750001,0.7678323832999537,608409.9802936737,185.0432278610033,0.6959166910100464,S,-1,24,24169,38.257034571875,0,3,mother,1,0,0.0303161181995159,0.1008656639990639,294.23909693218604,365.478431372549,2021/11/18 11:59:38.707,2020-02-18_ASY15-1_0nM.zip,0093-0171-0176,0.9089153524299968,9.10709,3.9372,55.70004,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-31_030.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_32,2,S,0,ASY15-1_0nM-32,2020/02/18 13:10:19.292,0.0,11061.0,50.0240638125,0.8561839234770935,565410.1010061692,171.96514446540775,0.7990658692282703,S,-1,25,28861,45.683986709375,0,4,mother,1,0,0.0193825108235029,0.090934343492528,166.63887510946017,10.76078431372542,2021/11/18 11:59:46.607,2020-02-18_ASY15-1_0nM.zip,0096-0173-0178,0.8440696076934819,10.5849,5.01917,71.00675,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-32_031.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_33,2,S,0,ASY15-1_0nM-33,2020/02/18 13:11:27.013,0.0,9354.0,42.304049625000005,0.3338086410951091,464812.7886424658,141.36924367999316,0.2125401844456919,S,-1,28,19735,31.238469828125,0,3,mother,3,0,0.0365238955945833,0.0955418205417545,284.4124222762909,348.5450980392158,2021/11/18 11:59:51.931,2020-02-18_ASY15-1_0nM.zip,0099-0155-0168,0.874788334901223,8.31998,3.95804,55.99475,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-33_032.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_34,3,S,0,ASY15-1_0nM-34,2020/02/18 13:12:59.572,0.0,11254.0,50.896918375,0.609784008010299,592587.6100545356,180.23097534001613,0.5187890099068928,S,-1,29,26403,41.793226190625006,0,3,mother,2,0,0.0190899532634075,0.0849375183530212,213.6079741475008,-8.407843137254888,2021/11/18 11:59:57.136,2020-02-18_ASY15-1_0nM.zip,0102-0153-0143,0.8966884135766785,10.28776,4.89504,69.25065,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-34_033.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_35,2,S,0,ASY15-1_0nM-35,2020/02/18 13:14:08.731,0.0,13990.0,63.270649375000005,0.6162199630314233,830556.7408826472,252.6074608119608,0.5230796749930245,S,-1,35,33684,53.3182983375,0,7,mother,1,0,0.0396183951137685,0.1020243448236384,409.86038332255225,523.4941176470588,2021/11/18 12:00:05.301,2020-02-18_ASY15-1_0nM.zip,0105-0175-0163,0.8670902000251604,13.33505,5.91224,83.64103,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-35_034.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_36,2,S,0,ASY15-1_0nM-36,2020/02/18 13:15:14.942,0.0,9558.0,43.22665237500001,0.6496375560925095,487740.525973235,148.34253909041178,0.5330509796966295,S,0,18,22569,35.724399571875,0,3,mother,3,0,0.0161207344926259,0.1035705845946939,144.89966968439435,-56.839215686274535,2021/11/18 12:00:10.781,2020-02-18_ASY15-1_0nM.zip,0108-0180-0162,0.9262798634812288,9.47852,4.49629,63.60943,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-36_035.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_37,1,S,0,ASY15-1_0nM-37,2020/02/18 13:16:16.349,0.0,9643.0,43.611070187500005,0.517865575318747,476024.4842861333,144.7791948952871,0.3939132435573152,S,-1,28,24855,39.342901828125,0,4,mother,2,0,0.0372803433365625,0.127453491887373,291.37647280352047,468.0392156862745,2021/11/18 12:00:18.086,2020-02-18_ASY15-1_0nM.zip,0111-0203-0142,0.7117968403956888,11.5032,4.71926,66.7639,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-37_036.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_38,1,S,0,ASY15-1_0nM-38,2020/02/18 13:17:31.478,0.0,7268.0,32.86998425,0.361303614909159,292264.56656407,88.89002570324031,0.2595694634171323,S,-1,26,20325,32.172378984375,0,2,mother,2,0,0.0419868621839515,0.0852938518284145,281.1915408802744,454.6980392156862,2021/11/18 12:00:24.608,2020-02-18_ASY15-1_0nM.zip,0114-0164-0159,0.7453817733990148,9.34102,4.04141,57.17431,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-38_037.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_39,1,S,0,ASY15-1_0nM-39,2020/02/18 13:18:31.193,0.0,9536.0,43.127156,0.7439648866130212,464126.13532901776,141.1604033426263,0.6663445777285999,S,-1,23,27160,42.991479125,0,3,mother,2,0,0.0156650862042543,0.0864879435857975,171.17179200148198,-100.59607843137252,2021/11/18 12:00:29.476,2020-02-18_ASY15-1_0nM.zip,0117-0192-0148,0.8339519264757865,10.57068,4.48682,63.47548,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-39_038.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_40,1,S,0,ASY15-1_0nM-40,2020/02/18 13:20:21.928,0.0,9003.0,40.7166301875,0.4670034218673619,424413.1474737424,129.082002759523,0.3418258034072725,S,-1,29,27375,43.331801953125,0,2,mother,2,0,0.0436986943961661,0.0901355748837599,320.8735535977476,540.6980392156861,2021/11/18 12:00:37.071,2020-02-18_ASY15-1_0nM.zip,0120-0156-0126,0.8042271180368977,10.3336,5.3261,75.34886,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-40_039.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_41,2,S,0,ASY15-1_0nM-41,2020/02/18 13:21:29.000,0.0,12020.0,54.36120125000001,0.6664356023845834,657050.2135732725,199.83678165120364,0.5551568268200555,S,-1,33,32831,51.968087303125,0,3,mother,1,0,0.0353583899985646,0.0942199087354609,355.73140482064707,441.1058823529412,2021/11/18 12:00:45.101,2020-02-18_ASY15-1_0nM.zip,0123-0168-0162,0.8189508151988539,13.71438,5.46967,77.38001,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-41_040.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_42,1,S,0,ASY15-1_0nM-42,2020/02/18 13:22:29.537,0.0,8833.0,39.94779456250001,0.4189558232931727,412594.3347273377,125.48740153515804,0.2824048763338201,S,-1,23,24906,39.42362956875,0,3,mother,2,0,0.0290680175696261,0.0856668815797291,253.36794189741977,147.38823529411752,2021/11/18 12:00:51.516,2020-02-18_ASY15-1_0nM.zip,0126-0152-0151,0.7593707015130674,9.75196,4.07946,57.71252,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-42_041.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_43,1,S,0,ASY15-1_0nM-43,2020/02/18 13:23:34.234,0.0,10165.0,45.9718478125,0.7023949087255066,485700.2036733827,147.72199071600932,0.6652326905502222,S,-1,21,25192,39.87633807500001,0,2,mother,2,0,0.0468097825042937,0.1093087277238251,318.055438861174,859.6274509803923,2021/11/18 12:00:58.416,2020-02-18_ASY15-1_0nM.zip,0129-0153-0155,0.8343629988311905,9.97639,4.82066,68.1984,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-43_042.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_44,2,S,0,ASY15-1_0nM-44,2020/02/18 13:25:01.828,0.0,9341.0,42.2452563125,0.6110727837185236,444680.766166997,135.24624349443923,0.5121285415613925,S,-1,35,29322,46.41370216875,0,4,mother,1,0,0.0289162742003805,0.0992341031678622,282.23726121017364,182.0941176470588,2021/11/18 12:01:06.369,2020-02-18_ASY15-1_0nM.zip,0132-0180-0135,0.6893726937269373,12.3235,6.3817,90.28254,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-44_043.mitograph
2020-02-18_Diploid_SCD_1,2020-02-18_ASY15-1_0nM,Position_45,2,S,0,ASY15-1_0nM-45,2020/02/18 13:26:12.707,0.0,7866.0,35.574476625,0.4844310247216456,343162.0864433851,104.37011589512367,0.3787490402673024,S,-1,25,21631,34.239642303125,0,2,mother,1,0,0.02653105070422,0.0949320409085681,252.6057855712296,189.02352941176468,2021/11/18 12:01:12.758,2020-02-18_ASY15-1_0nM.zip,0135-0172-0180,0.708904109589041,9.39633,4.46106,63.11111,200218_SCD_0nM_cells_new,C2-ASY15-1_0nM-45_044.mitograph
