replicate_num,horm_conc,Cell Cycle Stage,Moth_ID,Position_n,frame_i,original_filename,timestamp,time_min,cell_area_pxl,cell_area_um2,ratio_areas_bud_moth,cell_vol_vox,cell_vol_fl,ratio_volumes_bud_moth,predicted_cell_cycle_stage,generation_num,num_spots,ref_ch_vol_vox,ref_ch_vol_um3,ref_ch_vol_len_um,ref_ch_num_fragments,relationship,relative_ID,OF,spots_ch_norm_val,ref_ch_norm_val,spotsize_tot_fluoresc,spots_INref_tot_fluoresc,creation_datetime
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_25,0,ASY13-1_60nM-25,2020/05/05 10:20:42.593,0.0,8236.0,37.24782475000001,0.2585574572127139,436804.3605498939,132.85069515279667,0.133741953477448,S,-1,20,19858,31.43316614375,0,4,mother,2,0,0.0586337632782102,0.1541399044525831,326.82584772257223,857.227450980392,2021/11/18 13:55:52.534
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_3,0,ASY13-1_60nM-03,2020/05/05 09:55:24.071,0.0,7032.0,31.802659500000004,0.3468684160122582,317524.3096228739,96.57258276498423,0.1971624561869009,S,-1,10,12948,20.4953487375,0,3,mother,2,0,0.114452965772419,0.1884331932579953,234.72355803635324,1161.454901960784,2021/11/18 13:53:42.786
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_30,0,ASY13-1_60nM-30,2020/05/05 10:26:00.569,0.0,7599.0,34.366952437500004,0.466988416988417,350779.7396720528,106.68696668293958,0.3256826713567162,S,-1,15,18348,29.042991862500003,0,2,mother,2,0,0.0621196436524233,0.1847515923100842,234.84229062246965,822.5098039215686,2021/11/18 13:56:32.277
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_34,0,ASY13-1_60nM-34,2020/05/05 10:29:40.505,0.0,9501.0,42.968866312500005,0.5324193548387097,464749.1870996445,141.34989975868712,0.4159899207166226,S,-1,27,24062,38.08766460625,0,3,mother,2,0,0.035652869570997,0.1611404173390215,280.9062277312001,383.0078431372549,2021/11/18 13:56:54.426
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_35,0,ASY13-1_60nM-35,2020/05/05 10:30:41.748,0.0,11129.0,50.3315980625,0.6428993209329791,581719.2117956604,176.92543539057215,0.4710996473737553,S,-1,18,29713,47.032614846875,0,2,mother,2,0,0.1023138312920592,0.1767357356975746,444.3529411764705,2736.023529411764,2021/11/18 13:57:01.002
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_39,0,ASY13-1_60nM-39,2020/05/05 10:34:46.027,0.0,10257.0,46.387923562500006,0.6732463295269168,538933.882559584,163.91260574711723,0.5457713778982278,S,-1,20,27869,44.113753009375,0,2,mother,2,0,0.0420512128048565,0.1736630097808177,236.04525524497544,536.0000000000001,2021/11/18 13:57:24.125
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_4,0,ASY13-1_60nM-04,2020/05/05 09:56:27.403,0.0,10058.0,45.48793362500001,0.5789638932496075,508295.1904829848,154.59408260823537,0.4354090142364301,S,-1,20,23287,36.860919528125,0,2,mother,2,0,0.0469504382013108,0.159070461706216,278.20883274635923,739.2352941176468,2021/11/18 13:53:49.130
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_40,0,ASY13-1_60nM-40,2020/05/05 10:35:44.560,0.0,8146.0,36.840794125,0.5947533281127643,394105.5534543193,119.86418055458832,0.4420684840725354,S,-1,20,21616,34.21589885,0,3,mother,3,0,0.028053623455658,0.1522670194210806,188.44227786361196,217.89019607843127,2021/11/18 13:57:30.277
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_42,0,ASY13-1_60nM-42,2020/05/05 10:38:57.953,0.0,9050.0,40.929190625,0.3976833976833976,459266.1452979791,139.68227465992194,0.2666678555127596,S,-1,16,19451,30.788927115625,0,3,mother,2,0,0.0608654989555183,0.1900098375156092,209.2148000634091,796.7725490196076,2021/11/18 13:57:42.054
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_43,0,ASY13-1_60nM-43,2020/05/05 10:40:08.651,0.0,8395.0,37.9669121875,0.4424398625429553,397483.5019838317,120.89155768464065,0.2814404731410821,S,-1,8,17833,28.227799971875,0,3,mother,2,0,0.0870385827441545,0.1505170439635139,185.03305185821287,1036.8980392156864,2021/11/18 13:57:47.854
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_44,0,ASY13-1_60nM-44,2020/05/05 10:41:18.081,0.0,11916.0,53.89085475,0.7209705372616985,653400.1057285153,198.72662935339184,0.5803952731022272,S,-1,23,31523,49.897658190625,0,4,mother,2,0,0.0244695046045727,0.1558718361476982,193.1602271525885,-1.5725490196078624,2021/11/18 13:57:54.498
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_45,0,ASY13-1_60nM-45,2020/05/05 10:42:21.809,0.0,7725.0,34.9367953125,0.6450170357751278,348047.49797557585,105.8559763323729,0.5297415061539166,S,-1,18,17696,28.0109431,0,2,mother,2,0,0.0450985926284803,0.1748724079521101,195.672402444414,449.90588235294126,2021/11/18 13:57:58.933
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_46,0,ASY13-1_60nM-46,2020/05/05 10:43:11.887,0.0,8285.0,37.4694303125,0.4917176809506662,385034.40845609177,117.10526139606796,0.3386884354383602,S,-1,21,21029,33.286738384375,0,2,mother,2,0,0.0381255110398025,0.212343642003026,233.5058678613697,352.0745098039216,2021/11/18 13:58:04.754
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_6,0,ASY13-1_60nM-06,2020/05/05 09:58:59.092,0.0,10446.0,47.242687875,0.6652319464371115,521264.6005189442,158.53862917097982,0.52715070866597,S,-1,18,18873,29.874012721875,0,3,mother,2,0,0.0508307486335636,0.1701498334937475,242.21712704546536,636.1999999999999,2021/11/18 13:54:02.142
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_7,0,ASY13-1_60nM-07,2020/05/05 09:59:54.828,0.0,8675.0,39.2332296875,0.4985316980480221,436506.7542209287,132.76018047104046,0.3392754337703622,S,-1,19,19900,31.4996478125,0,2,mother,2,0,0.0253342418092887,0.174771358917768,207.2842006242675,87.70196078431377,2021/11/18 13:54:06.549
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,1,Position_9,0,ASY13-1_60nM-09,2020/05/05 10:04:03.575,0.0,8583.0,38.8171539375,0.6085082458770614,412984.3028410052,125.6060073451434,0.4566097907325376,S,-1,23,19680,31.1514105,0,3,mother,2,0,0.0537920728777666,0.1399834544262935,312.29287670236414,714.8745098039215,2021/11/18 13:54:17.309
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_11,0,ASY13-1_60nM-11,2020/05/05 10:06:23.384,0.0,9305.0,42.0824440625,0.5878839590443686,435371.93755506224,132.41503468828876,0.4684302629088582,S,-1,17,21688,34.329867425,0,3,mother,1,0,0.0579062051813514,0.1629880451084888,344.7722973812337,816.0274509803919,2021/11/18 13:54:27.965
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_13,0,ASY13-1_60nM-13,2020/05/05 10:08:20.122,0.0,8905.0,40.2734190625,0.4933758175415059,454061.96973836527,138.09946458924972,0.3467752144283699,S,-1,19,22641,35.838368146875,0,6,mother,1,0,0.0585864240584269,0.1488230826169086,329.0645963619283,895.7019607843135,2021/11/18 13:54:38.799
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_14,0,ASY13-1_60nM-14,2020/05/05 10:09:20.312,0.0,10293.0,46.55073581250001,0.5342077805932329,557385.4737350905,169.5245156448465,0.3783857837386652,S,-1,13,21470,33.98479590625,0,4,mother,1,0,0.02553212795124,0.1979043313491781,135.99845427221982,44.08627450980389,2021/11/18 13:54:43.967
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_16,0,ASY13-1_60nM-16,2020/05/05 10:11:40.408,0.0,7358.0,33.277014875000006,0.1677511506110141,364183.1266464077,110.7635040020802,0.0705421292512014,S,-1,11,15248,24.13601155,0,3,mother,1,0,0.0570807245503054,0.1743041803337286,178.9867897523973,569.4352941176469,2021/11/18 13:54:56.358
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_17,0,ASY13-1_60nM-17,2020/05/05 10:12:42.788,0.0,9220.0,41.698026250000005,0.761559037065342,457759.36174664425,139.2239980026385,0.6646631093850707,S,-1,17,22883,36.221429190625,0,4,mother,1,0,0.0510411201524931,0.1606059147569547,226.38780791310853,532.6313725490196,2021/11/18 13:55:03.209
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_18,0,ASY13-1_60nM-18,2020/05/05 10:13:51.802,0.0,10108.0,45.714061750000006,0.6183157220621197,525313.6612351962,159.77011992394017,0.4833161449105229,S,-1,16,25872,40.95270795,0,2,mother,1,0,0.0540226119576848,0.1727609959851994,296.69228046892283,906.7686274509804,2021/11/18 13:55:09.309
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_26,0,ASY13-1_60nM-26,2020/05/05 10:21:37.124,0.0,17900.0,80.95386875000001,0.6772863568215892,1237539.9912253814,376.3882940790796,0.5062135749220648,S,-1,55,66715,105.60296501562502,0,6,mother,1,0,0.0531509173382628,0.2632095385739582,852.8620115923163,1742.960784313726,2021/11/18 13:56:08.584
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_27,0,ASY13-1_60nM-27,2020/05/05 10:22:36.299,0.0,7599.0,34.366952437500004,0.5413793103448276,341606.97923189873,103.89714196733824,0.4013699449040734,S,-1,15,17007,26.920327153125,0,5,mother,1,0,0.072176955521752,0.1740565320593282,257.2570978559261,697.1999999999999,2021/11/18 13:56:13.916
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_28,0,ASY13-1_60nM-28,2020/05/05 10:24:00.287,0.0,8236.0,37.24782475000001,0.7251780477586929,379308.71394573816,115.36383533755648,0.5785827373645024,S,-1,14,18519,29.313667228125,0,3,mother,1,0,0.0417830726306518,0.2016212186806847,160.9650054598871,435.5058823529411,2021/11/18 13:56:20.036
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_29,0,ASY13-1_60nM-29,2020/05/05 10:24:54.068,0.0,10459.0,47.3014811875,0.6223049480378471,565373.9809749204,171.9541588350118,0.4657484493568994,S,-1,22,23329,36.927401196875,0,4,mother,1,0,0.0723559443347529,0.1677901896150996,381.8760315992391,1255.8470588235296,2021/11/18 13:56:26.716
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_31,0,ASY13-1_60nM-31,2020/05/05 10:26:51.148,0.0,10360.0,46.8537475,0.6358755723985473,482913.87901901454,146.87455144871768,0.5652513296905592,S,-1,28,24090,38.13198571875,0,2,mother,4,0,0.0523722574086744,0.1823888420677718,355.1994698583272,869.7882352941176,2021/11/18 13:56:39.855
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_33,0,ASY13-1_60nM-33,2020/05/05 10:28:46.011,0.0,7066.0,31.956426625,0.4617294166321886,296059.5681624643,90.04424632461404,0.3221857901321842,S,-1,11,15918,25.19655245625,0,3,mother,1,0,0.0455203462544429,0.1745505665989898,135.85736367539715,374.3176470588235,2021/11/18 13:56:47.493
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_36,0,ASY13-1_60nM-36,2020/05/05 10:31:32.884,0.0,7178.0,32.462953625000004,0.4489301574485264,317604.7650879782,96.59705267745144,0.304012497079007,S,-1,15,18525,29.323164609375,0,3,mother,1,0,0.0943617036517277,0.1405641310777151,328.2220752826678,1464.8745098039217,2021/11/18 13:57:06.471
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_37,0,ASY13-1_60nM-37,2020/05/05 10:32:46.261,0.0,12183.0,55.0983789375,0.522875,659444.7058534222,200.5650481079657,0.3993669065090158,S,-1,22,27406,43.38087175625,0,2,mother,1,0,0.0624165038608901,0.1654630750179323,260.8712529618498,976.8470588235292,2021/11/18 13:57:13.534
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_48,0,ASY13-1_60nM-48,2020/05/05 10:45:02.474,0.0,8594.0,38.866902125,0.7112704101951414,404457.3895034507,123.01261207093944,0.5721057581306109,S,-1,15,22403,35.461638690625,0,5,mother,1,0,0.0534084364566438,0.1678388722415583,291.73872776715194,791.0196078431372,2021/11/18 13:58:16.003
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_49,0,ASY13-1_60nM-49,2020/05/05 10:46:04.088,0.0,10563.0,47.7718276875,0.7067377605428987,554835.8479237285,168.74906651473128,0.5833944596159875,S,-1,25,29748,47.0880162375,0,2,mother,1,0,0.0790682732627098,0.1681569797028568,396.1762006655664,1682.4588235294118,2021/11/18 13:58:24.749
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_5,0,ASY13-1_60nM-05,2020/05/05 09:57:42.321,0.0,8865.0,40.0925165625,0.3286870503597122,465151.60080005263,141.47229079839866,0.1818197787393156,S,-1,13,17638,27.91913508125,0,2,mother,4,0,0.0723810261474122,0.2084085779550549,251.4561590572969,1057.2823529411762,2021/11/18 13:53:54.434
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_50,0,ASY13-1_60nM-50,2020/05/05 10:47:13.266,0.0,10616.0,48.0115235,0.4620575678281228,589170.7925510553,179.19177650972944,0.2894559027300876,S,-1,20,32148,50.8869687375,0,2,mother,1,0,0.0729242241591754,0.1518719589314792,370.98088778228,1731.4901960784314,2021/11/18 13:58:31.852
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,2,Position_8,0,ASY13-1_60nM-08,2020/05/05 10:00:54.037,0.0,7865.0,35.5699540625,0.2796941099902375,405767.1527063727,123.41096650076864,0.1502925798745529,S,-1,10,15851,25.090498365625,0,3,mother,4,0,0.0470719164070602,0.1916643912763061,173.94572062401605,384.09019607843135,2021/11/18 13:54:11.170
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,3,Position_47,0,ASY13-1_60nM-47,2020/05/05 10:44:07.025,0.0,9183.0,41.5306914375,0.5392222594703319,461904.400673186,140.48467979192566,0.3848221751476275,S,-1,19,19829,31.387262134375,0,2,mother,1,0,0.033033444405202,0.1546956061670055,188.1894410805089,243.86666666666656,2021/11/18 13:58:10.473
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,4,Position_2,0,ASY13-1_60nM-02,2020/05/05 09:54:21.912,0.0,8035.0,36.3387896875,0.5304761904761904,367513.0148216386,111.77626394409084,0.3527588358186064,S,-1,12,19996,31.6516059125,0,2,mother,2,0,0.062234473566193,0.1764416966506618,198.74578502934017,825.1921568627452,2021/11/18 13:53:38.581
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,6,Position_1,0,ASY13-1_60nM-01,2020/05/05 09:53:14.048,0.0,11475.0,51.89640468750001,0.7260830324909747,599520.0856854991,182.33943461808724,0.5694692927438023,S,-1,20,29594,46.84425011875,0,2,mother,3,0,0.0517777782290476,0.1586681359844205,335.8010022714958,1131.7215686274508,2021/11/18 13:53:33.474
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_60nM,S,6,Position_22,0,ASY13-1_60nM-22,2020/05/05 10:17:48.041,0.0,7427.0,33.589071687499995,0.4762472669449413,325247.48231279873,98.92152648740938,0.3423977399274736,S,-1,18,22806,36.09954613125,0,2,mother,3,0,0.0461908471720685,0.1595379066439759,221.5432688747168,585.1372549019608,2021/11/18 13:55:35.102
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,G1,1,Position_1,0,ASY13-1_15nM-01,2020/05/05 08:41:08.793,0.0,3618.0,16.362631125000004,0.0,149435.07823744777,45.4495325986789,0.0,G1,-1,8,7319,11.585222228125,0,1,mother,0,0,0.1473146123523837,0.2443569752178414,236.36078431372545,1033.219607843137,2021/11/18 13:49:16.330
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,G1,1,Position_27,0,ASY13-1_15nM-27,2020/05/05 09:06:51.966,0.0,4322.0,19.546515125000003,0.0,192347.5963015989,58.50104574841596,0.0,G1,-1,10,9878,15.63585533125,0,1,mother,0,0,0.1226299940483794,0.2308050488033382,221.6,1037.1764705882351,2021/11/18 13:51:24.585
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,G1,1,Position_33,0,ASY13-1_15nM-33,2020/05/05 09:12:27.824,0.0,4095.0,18.5198934375,0.0,190008.6846029937,57.78968369912336,0.0,G1,-1,10,10702,16.94016235625,0,1,mother,0,0,0.0616172934273926,0.2225283978103004,142.0131447300328,457.4823529411765,2021/11/18 13:51:52.386
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,G1,1,Position_46,0,ASY13-1_15nM-46,2020/05/05 09:24:57.602,0.0,4259.0,19.261593687500003,0.0,201391.85037168008,61.25178623744444,0.0,G1,-1,9,10332,16.3544905125,0,1,mother,0,0,0.0746549125830412,0.187183994587472,100.74656743475984,520.1333333333334,2021/11/18 13:53:01.055
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_10,0,ASY13-1_15nM-10,2020/05/05 08:49:34.520,0.0,6178.0,27.940391125,0.2646878198567042,267725.10554532905,81.42653689806775,0.1470878134945903,S,-1,10,11683,18.492984190625,0,2,mother,2,0,0.0574065531868164,0.1781552867713888,181.81796351955217,460.4078431372548,2021/11/18 13:49:59.939
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_11,0,ASY13-1_15nM-11,2020/05/05 08:50:23.807,0.0,7990.0,36.135274375,0.5632948542359617,370372.9487009403,112.6460908924252,0.4314918250498296,S,-1,13,16388,25.9405139875,0,2,mother,2,0,0.0449311521186993,0.1966097359457874,168.61976170030053,397.07843137254895,2021/11/18 13:50:04.665
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_13,0,ASY13-1_15nM-13,2020/05/05 08:52:17.410,0.0,7636.0,34.53428725,0.6841640935156594,337658.06360424386,102.69610957477408,0.5577957256299415,S,-1,15,18152,28.732744075,0,2,mother,2,0,0.1116244320390513,0.1811781340160294,349.3128790650346,1546.6666666666667,2021/11/18 13:50:15.344
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_15,0,ASY13-1_15nM-15,2020/05/05 08:54:04.085,0.0,5991.0,27.0946719375,0.7840976771888029,229539.9049479199,69.81280108845158,0.6936571240187479,S,-1,8,12121,19.186293021875,0,2,mother,2,0,0.0319451045855987,0.1946720614952619,77.87505367110347,109.45098039215686,2021/11/18 13:50:23.874
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_17,0,ASY13-1_15nM-17,2020/05/05 08:56:22.440,0.0,4740.0,21.436946250000005,0.2414876898899947,196380.9296670233,59.72775314828036,0.1178435542880042,S,-1,7,10913,17.274153596875,0,3,mother,2,0,0.1445072600488999,0.2270375186328376,215.2705882352941,1350.8627450980389,2021/11/18 13:50:36.012
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_18,0,ASY13-1_15nM-18,2020/05/05 08:57:22.948,0.0,7901.0,35.732766312500004,0.5935861234368697,350445.02590936486,106.58516605990022,0.4862889459548212,S,-1,10,15786,24.98761006875,0,2,mother,2,0,0.0920826208932218,0.2071114175127111,138.71623128484623,1026.4313725490197,2021/11/18 13:50:41.803
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_2,0,ASY13-1_15nM-02,2020/05/05 08:42:06.458,0.0,6313.0,28.550937062500005,0.6888710540395934,252972.62103831087,76.93968191447524,0.5683147297889766,S,-1,10,15612,24.7121860125,0,3,mother,2,0,0.0786256755787834,0.1480198009509144,168.0705882352941,873.021568627451,2021/11/18 13:49:21.719
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_24,0,ASY13-1_15nM-24,2020/05/05 09:04:08.910,0.0,8175.0,36.9719484375,0.701706910907577,369993.1033543761,112.53056384439373,0.5876679986202529,S,-1,16,17393,27.531325346875,0,3,mother,2,0,0.0258644938671305,0.1850962047536485,192.39672873837333,330.46666666666664,2021/11/18 13:51:11.413
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_26,0,ASY13-1_15nM-26,2020/05/05 09:05:59.652,0.0,4587.0,20.7449941875,0.202674357629785,182004.83177874828,55.3553732671875,0.091428757851395,S,-1,8,10594,16.76920949375,0,1,mother,2,0,0.0529275568799944,0.2034809099215778,,336.1843137254902,2021/11/18 13:51:20.522
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_3,0,ASY13-1_15nM-03,2020/05/05 08:43:11.058,0.0,6298.0,28.483098625000004,0.6754455972333068,257275.39882604068,78.24833876823993,0.5811187626244908,S,-1,6,10461,16.558684209375002,0,3,mother,2,0,0.1504693623778408,0.1954160445859897,254.85882352941175,1585.992156862745,2021/11/18 13:49:25.483
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_32,0,ASY13-1_15nM-32,2020/05/05 09:11:35.879,0.0,5821.0,26.3258363125,0.5432131495227995,236720.88703456311,71.99684169850717,0.4059288919868437,S,-1,10,14808,23.439536925,0,2,mother,2,0,0.0792739767687722,0.2090488743804167,182.0164023045736,825.3960784313726,2021/11/18 13:51:48.508
2020-05-05_SCD_Haploid_2,2020-05-05_ASY13_SCD_15nM,S,1,Position_37,0,ASY13-1_15nM-37,2020/05/05 09:16:21.999,0.0,7485.0,33.8513803125,0.5516169154228856,340027.26139395265,103.41668290632472,0.4144880578581102,S,-1,13,18887,29.896173278125,0,3,mother,2,0,0.0688194641921278,0.1745547724090545,259.55029053957344,1137.219607843137,2021/11/18 13:52:11.934
